 timestamp 	 step 	 max 	 min 	 formula 	 angle 
 4.021 	1	11.53137025682551	8.838512318258092	0.5764556158997389	 119.37593777449457 
 5.191 	2	12.79910153096693	8.496640512579075	0.6480995946397712	 120.0906485795626 
 6.381 	3	13.0754923425468	8.483949551948077	0.6587220068798342	 117.67254402472142 
 7.635 	4	11.523935959558262	8.788543679131372	0.5787185696379019	 120.22032776768661 
 8.943 	5	12.09631348800121	8.944814140047853	0.599572657246678	 117.44984808393751 
 10.121 	6	12.261623057328096	8.589621644752462	0.6229285325044258	 119.52022371540308 
 11.282 	7	11.143522782316191	8.701201066519495	0.5625527234167367	 115.20186591010581 
 12.637 	8	12.389455193833182	8.526019000682558	0.6308933501138277	 60.69263463831505 
 14.471 	9	10.970569720848593	8.389290792432934	0.5703891396098061	 29.25288769437985 
 14.952 	10	13.008001383763764	7.71129690778406	0.6826749220799108	 29.277906040562392 
 17.222 	11	12.37312005922516	8.7742179138656	0.6198049257209314	 35.4162682125037 
 18.571 	12	12.1261700466388	8.634373167752248	0.6151411169536614	 35.71375098319974 
 19.833 	13	12.781615703814598	8.83317609922954	0.6343353125510678	 39.41481144455724 
 21.003 	14	12.496735573740848	8.907760661355915	0.6193770644919215	 38.51713883571831 
 21.405 	15	12.441438823544486	8.577493806468182	0.630914121634432	 42.319360356815416 
 23.102 	16	12.072969808626212	8.270241834432653	0.6284002203565607	 43.46772586655529 
 23.396 	17	12.328540059552875	8.379576361606832	0.6343563610165792	 45.1073334370366 
 24.811 	18	11.947577160244666	7.954552155841333	0.6361184927198217	 40.66594674183794 
 27.502 	19	14.334360815885724	8.151883218005517	0.7095829172970314	 102.64881069676356 
 28.731 	20	12.963043624087671	10.699845793281321	0.5519416192191847	 122.17112087502511 
 29.088 	21	14.380086926023779	7.529681268154715	0.7280171098241857	 123.06772619029735 
 31.088 	22	12.35473188701398	8.663607793523434	0.6237379596887945	 126.13362842164653 
 32.172 	23	11.605834739474796	8.557698288675525	0.5945948110891297	 125.67514781503144 
 33.202 	24	12.08955747742654	8.396773189743783	0.6238080840938591	 124.74566275722775 
 33.832 	25	12.136375076603393	7.9043405797068225	0.6454309893909087	 121.41002551124022 
 35.362 	26	12.075918184552261	8.671551187648033	0.6112538487824971	 121.52004289112146 
 36.411 	27	11.715741547166362	8.847762428998644	0.5856073379369798	 117.62240577207218 
 37.023 	28	12.445886870769796	8.41081446710127	0.6377865359006935	 122.93440015455397 
 38.662 	29	12.926790011445222	8.600430221797048	0.648997721598917	 117.61544035516765 
 39.081 	30	11.622495429123644	8.160232839815295	0.6138362252758446	 120.43127246184855 
 40.211 	31	12.402979480753807	7.727334598682782	0.6617179162500816	 116.21431546780285 
 41.211 	32	12.737648919639762	7.894384079838022	0.6675703944163887	 116.02137835993847 
 42.493 	33	12.005432103843658	8.314535465075604	0.6237283504600425	 108.97628477834064 
