 ANGLE   DISTANCE 
 119.37593777449457  0.5764556158997389
 120.0906485795626  0.6480995946397712
 117.67254402472142  0.6587220068798342
 120.22032776768661  0.5787185696379019
 117.44984808393751  0.599572657246678
 119.52022371540308  0.6229285325044258
 115.20186591010581  0.5625527234167367
 60.69263463831505  0.6308933501138277
 29.25288769437985  0.5703891396098061
 29.277906040562392  0.6826749220799108
 35.4162682125037  0.6198049257209314
 35.71375098319974  0.6151411169536614
 39.41481144455724  0.6343353125510678
 38.51713883571831  0.6193770644919215
 42.319360356815416  0.630914121634432
 43.46772586655529  0.6284002203565607
 45.1073334370366  0.6343563610165792
 40.66594674183794  0.6361184927198217
 102.64881069676356  0.7095829172970314
 122.17112087502511  0.5519416192191847
 123.06772619029735  0.7280171098241857
 126.13362842164653  0.6237379596887945
 125.67514781503144  0.5945948110891297
 124.74566275722775  0.6238080840938591
 121.41002551124022  0.6454309893909087
 121.52004289112146  0.6112538487824971
 117.62240577207218  0.5856073379369798
 122.93440015455397  0.6377865359006935
 117.61544035516765  0.648997721598917
 120.43127246184855  0.6138362252758446
 116.21431546780285  0.6617179162500816
 116.02137835993847  0.6675703944163887
 108.97628477834064  0.6237283504600425
 111.52958273431312  0.6532158109114908
 111.17123371308784  0.6565535479070462
 111.31387234491486  0.6567509984025932
 108.78719460538544  0.6479756311664148
 111.75538873486147  0.6251444282981254
 108.77464168279296  0.6213338207067994
 114.19662944452432  0.5782403007972226
 111.95858696428783  0.6403660424743192
 117.64553480782855  0.6082210126468638
 115.68358954990116  0.6580811537996838
 122.39042914157953  0.6057953244258094
 117.89718621476935  0.659708243870643
 121.93146614606913  0.6632391751721002
 116.76590567241792  0.6657487172426291
 119.3850897379568  0.6571748633326939
 119.68644017402306  0.687568545114143
 121.6114383117394  0.6830085025817182
 119.13620101686136  0.6886780033628574
 121.47891249336242  0.6006994330046168
 120.99538670829561  0.6651567384521065
 116.08542799787577  0.5695541069551928
 118.19756184346612  0.6134346205590955
 113.89311945350343  0.6234552553497956
 113.86566264879856  0.604019142663574
 111.21493007991327  0.6268106794338427
 115.62076751924802  0.6224479223259484
 114.12886994459377  0.6420102525379955
 113.7980757835562  0.6113952996398049
 112.35102808203403  0.6687722252582496
 113.91555016616476  0.6221782362223525
 116.90770237383849  0.6928806892586102
 113.96334182661546  0.5959953299248002
 113.28416135087024  0.5868228563836987
 115.78474905539159  0.612666357417668
 114.26930460451749  0.6650114465297581
 118.97960404443276  0.6450187442555829
 117.56073592424471  0.6913566430406444
 120.72063598134329  0.6601036669856252
 115.20548187082939  0.6812014344806666
 115.08109504475529  0.5927224043283614
 113.73056228164882  0.6845585129833853
 119.62408845103063  0.6671024642600145
 118.0503906520008  0.6775774915546446
 115.73888965874868  0.6477112454394482
 113.59008064373403  0.7021644853206732
 120.51200209916853  0.6234685722316379
 34.906819897120386  0.5512872304529395
 30.818477146186183  0.5848675753930012
 26.932799207286273  0.6789033834102164
 27.738700085259946  0.6323336437453619
 26.208291348159268  0.6758310533815823
 28.888985317245048  0.6512572533641846
 25.347977766086192  0.6493900675109948
 26.811242653409412  0.6106634168099055
 25.731548894110514  0.6778552651789975
 27.60046264050659  0.5994135040716281
 26.11308086706737  0.6702171225901938
 26.119397254530973  0.6442795258931618
 22.250495771105864  0.6801874613425418
 302.4012896408016  0.5562987233495017
 297.1015035931323  0.6475713844240544
 300.79381938181507  0.5904493616832097
 299.1036089627472  0.6039863682786147
 300.6580882404796  0.6195191412485855
 298.55213441054144  0.6569381245147018
 302.73808094354433  0.6776391768272929
 299.23187976360407  0.615429636639058
