 TIMESTAMP 	 VALUE0 	 VALUE1 	 VALUE2 	 VALUE_MEAN 
0.018	-1.12	2.88	9.22	9.724052653086572
0.019	-1.07	2.83	9.55	10.017799159496063
0.021	-1.08	2.82	9.7	10.15917319470438
0.06	-1.11	2.81	9.65	10.111908820791454
0.061	-1.11	2.81	9.65	10.111908820791454
0.063	-1.14	2.8	9.53	9.998024804930221
0.064	-1.01	2.9	9.43	9.917408935805762
0.071	-0.94	2.97	9.39	9.89326033216553
0.096	-0.92	3.03	9.36	9.881138598360009
0.098	-0.95	3.09	9.34	9.883632935312804
0.101	-0.95	3.09	9.34	9.883632935312804
0.111	-0.88	3.09	9.37	9.905523711545998
0.121	-0.79	3.02	9.57	10.066250543275784
0.131	-0.86	2.97	9.52	10.009540448991652
0.142	-0.95	2.92	9.44	9.926857508799046
0.152	-1.04	2.88	9.29	9.781620520138777
0.161	-1.04	2.88	9.29	9.781620520138777
0.171	-1.02	2.89	9.33	9.820458237780965
0.191	-1.0	2.85	9.45	9.920937455704475
0.201	-1.01	2.79	9.38	9.838119739055832
0.211	-1.01	2.79	9.38	9.838119739055832
0.221	-1.03	2.78	9.33	9.789698667476951
0.231	-1.03	2.77	9.26	9.720154319762624
0.241	-1.03	2.79	9.25	9.716352196169096
0.252	-0.98	2.83	9.39	9.856033685007374
0.261	-0.94	2.83	9.42	9.880733778419495
0.271	-0.92	2.8	9.45	9.898934286073425
0.281	-0.89	2.79	9.43	9.874264529573836
0.291	-0.9	2.77	9.43	9.86953899632602
0.303	-0.91	2.82	9.34	9.798780536372881
0.311	-0.91	2.82	9.34	9.798780536372881
0.321	-0.84	2.91	9.27	9.752261276237423
0.331	-0.8	2.89	9.23	9.704895671773087
0.343	-0.8	2.89	9.25	9.723918963051883
0.351	-0.81	2.9	9.28	9.756254404227064
0.361	-0.81	2.9	9.28	9.756254404227064
0.371	-0.84	2.85	9.28	9.744049466212699
0.381	-0.79	2.85	9.34	9.797050576576606
0.393	-0.81	2.86	9.37	9.83018819758808
0.403	-0.84	2.8	9.46	9.901373642076134
0.411	-0.84	2.78	9.48	9.91485753805873
0.421	-0.84	2.78	9.48	9.91485753805873
0.431	-0.85	2.78	9.51	9.944395406458856
0.443	-0.9	2.76	9.43	9.866737049298516
0.451	-0.92	2.77	9.37	9.814081719651615
0.461	-0.92	2.77	9.37	9.814081719651615
0.471	-0.86	2.83	9.22	9.682814673430448
0.481	-0.86	2.83	9.22	9.682814673430448
0.492	-0.85	2.87	9.14	9.617640043170674
0.501	-0.86	2.91	9.11	9.602072692913755
0.511	-0.82	2.91	9.24	9.722041966582946
0.521	-0.82	2.89	9.3	9.773151999227272
0.531	-0.83	2.89	9.36	9.831103702026542
0.542	-0.83	2.89	9.36	9.831103702026542
0.551	-0.88	2.85	9.27	9.738059354922827
0.561	-0.91	2.85	9.27	9.740816187568678
0.571	-0.9	2.84	9.37	9.832217450809354
0.581	-0.95	2.82	9.51	9.964687651903596
0.591	-0.96	2.81	9.57	10.020109779837744
0.601	-0.98	2.77	9.48	9.924903022196238
0.611	-0.95	2.77	9.48	9.921985688358959
0.621	-0.92	2.8	9.43	9.879843116163332
0.631	-0.9	2.81	9.46	9.909475263605032
0.643	-0.89	2.83	9.52	9.971529471450205
0.651	-0.86	2.82	9.62	10.061630086621152
0.661	-0.86	2.82	9.62	10.061630086621152
0.671	-0.86	2.75	9.54	9.965625921135109
0.681	-0.82	2.85	9.36	9.818579326969864
0.691	-0.79	2.9	9.33	9.802193632039717
0.702	-0.73	2.9	9.26	9.730904377291969
0.711	-0.72	2.92	9.25	9.726628398371144
0.721	-0.72	2.92	9.25	9.726628398371144
0.731	-0.73	2.88	9.34	9.801168297708186
0.742	-0.79	2.82	9.45	9.893381626117531
0.751	-0.78	2.76	9.55	9.971384056388562
0.761	-0.8	2.69	9.63	10.030603172292283
0.771	-0.81	2.67	9.56	9.958845314593454
0.781	-0.8	2.67	9.46	9.862073818421763
0.791	-0.8	2.7	9.4	9.812746812182612
0.802	-0.82	2.72	9.38	9.800775479522017
0.811	-0.81	2.74	9.4	9.824647576376469
0.821	-0.76	2.74	9.38	9.801510087736482
0.831	-0.72	2.79	9.37	9.803030143787174
0.842	-0.71	2.8	9.37	9.805151707138446
0.857	-0.72	2.77	9.38	9.806921025479914
0.861	-0.74	2.72	9.43	9.842301560102698
0.872	-0.75	2.72	9.53	9.938903360029213
0.882	-0.75	2.7	9.6	10.00062498046997
0.892	-0.75	2.7	9.6	10.00062498046997
0.904	-0.82	2.67	9.58	9.978862660644248
0.913	-0.84	2.67	9.6	9.999724996218646
0.922	-0.84	2.67	9.6	9.999724996218646
0.933	-0.86	2.75	9.54	9.965625921135109
0.944	-0.8	2.77	9.5	9.927884971130558
0.952	-0.8	2.77	9.5	9.927884971130558
0.962	-0.76	2.75	9.55	9.967075799852232
0.972	-0.77	2.72	9.58	9.988378246742561
0.982	-0.77	2.67	9.6	9.994088252562111
0.994	-0.76	2.66	9.55	9.942620378954434
1.002	-0.76	2.7	9.55	9.953396405247808
1.012	-0.75	2.75	9.51	9.927995769539791
1.023	-0.74	2.78	9.47	9.897317818479914
1.032	-0.72	2.83	9.41	9.852684913260953
1.042	-0.72	2.82	9.34	9.782964785789632
1.065	-0.69	2.83	9.3	9.745511787484535
1.072	-0.66	2.81	9.29	9.728093338368007
1.083	-0.64	2.75	9.36	9.776589384851958
1.112	-0.61	2.71	9.41	9.811437203590511
1.122	-0.63	2.75	9.41	9.823823084726232
1.132	-0.65	2.76	9.38	9.799209151763218
1.155	-0.67	2.75	9.31	9.730750228014282
1.158	-0.71	2.74	9.25	9.673375832665657
1.162	-0.7	2.74	9.25	9.67264700069221
1.172	-0.69	2.74	9.36	9.777182620775783
1.194	-0.67	2.73	9.38	9.792149917153026
1.196	-0.68	2.75	9.44	9.855886565905676
1.202	-0.69	2.79	9.49	9.915659332591051
1.211	-0.67	2.76	9.52	9.934631346959987
1.221	-0.67	2.76	9.52	9.934631346959987
1.232	-0.69	2.75	9.53	9.94281147362254
1.241	-0.7	2.8	9.38	9.813990014260256
1.253	-0.7	2.8	9.38	9.813990014260256
1.271	-0.6	2.84	9.5	9.93355928154657
1.292	-0.58	2.78	9.64	10.049597006845598
1.303	-0.58	2.78	9.64	10.049597006845598
1.305	-0.6	2.76	9.62	10.02606602810893
1.312	-0.64	2.77	9.45	9.868383859579033
1.321	-0.67	2.79	9.43	9.856870700176604
1.332	-0.69	2.79	9.38	9.810433221830726
1.341	-0.69	2.79	9.38	9.810433221830726
1.354	-0.61	2.75	9.46	9.870471113376505
1.363	-0.57	2.74	9.51	9.913253754444098
1.382	-0.52	2.77	9.47	9.880495938969865
1.392	-0.53	2.81	9.28	9.71058185692289
1.403	-0.55	2.8	9.2	9.632367310272173
1.413	-0.58	2.77	9.15	9.57767195094925
1.422	-0.58	2.77	9.15	9.57767195094925
1.432	-0.62	2.75	9.21	9.631770346099414
1.444	-0.66	2.77	9.37	9.793130245228028
1.453	-0.66	2.77	9.37	9.793130245228028
1.473	-0.63	2.76	9.46	9.874517709741577
1.483	-0.65	2.8	9.45	9.877499683624393
1.492	-0.69	2.84	9.43	9.872517409455401
1.503	-0.73	2.87	9.36	9.817301054770603
1.513	-0.73	2.88	9.29	9.753532693337322
1.522	-0.74	2.88	9.28	9.744762695930568
1.533	-0.76	2.89	9.39	9.8540245585243
1.542	-0.73	2.89	9.5	9.956656065165655
1.557	-0.72	2.78	9.53	9.953275842656025
1.567	-0.73	2.76	9.53	9.94843706317731
1.573	-0.71	2.74	9.56	9.9702206595441
1.583	-0.69	2.72	9.57	9.972933369876689
1.592	-0.64	2.74	9.56	9.965480419929587
1.603	-0.64	2.74	9.56	9.965480419929587
1.625	-0.64	2.79	9.38	9.80704338728039
1.67	-0.64	2.77	9.32	9.743967364477367
1.675	-0.61	2.71	9.15	9.562358495685048
1.703	-0.58	2.7	9.1	9.509805465938827
1.706	-0.43	2.76	8.94	9.36622122309739
1.709	-0.43	2.76	8.94	9.36622122309739
1.713	-0.44	2.65	8.9	9.29656388134885
1.715	-0.51	2.6	8.99	9.372310280821907
1.725	-0.51	2.6	8.99	9.372310280821907
1.731	-0.59	2.53	9.18	9.540513613008473
1.742	-0.64	2.54	9.19	9.55600858099238
1.759	-0.66	2.61	9.16	9.547423736275666
1.771	-0.6	2.85	9.44	9.879073843230447
1.781	-0.59	2.89	9.79	10.224690704368518
1.791	-0.62	2.87	10.12	10.53734786367044
1.824	-0.61	2.85	10.3	10.704419647977186
1.828	-0.62	2.89	10.37	10.783014420837986
1.829	-0.66	2.95	10.31	10.744030900923546
1.833	-0.73	3.09	10.13	10.61592671414041
1.841	-0.77	3.24	9.89	10.435640852386594
1.851	-0.67	3.43	9.6	10.216349641628364
1.861	-0.54	3.51	9.62	10.254564837183485
1.871	-0.54	3.51	9.62	10.254564837183485
1.881	-0.4	3.55	9.67	10.308802064255575
1.891	-0.39	3.49	9.71	10.32551693621196
1.901	-0.39	3.49	9.71	10.32551693621196
1.912	-0.54	3.3	9.77	10.326398210411991
1.921	-0.62	3.19	9.78	10.305770228372063
1.931	-0.62	3.19	9.78	10.305770228372063
1.941	-0.68	3.21	9.63	10.173662074199243
1.951	-0.64	3.27	9.48	10.048527255274776
1.961	-0.57	3.28	9.39	9.962700437130488
1.971	-0.47	3.29	9.34	9.91365724644543
1.981	-0.46	3.26	9.31	9.874983544290087
1.991	-0.49	3.24	9.27	9.832120829200585
2.001	-0.48	3.21	9.27	9.82178191572181
2.011	-0.47	3.17	9.29	9.827202043308155
2.023	-0.47	3.07	9.3	9.80488653682438
2.031	-0.46	2.83	9.43	9.85623660430288
2.041	-0.49	2.74	9.51	9.908975729105405
2.055	-0.45	2.69	9.47	9.854922627803832
2.062	-0.35	2.7	9.35	9.738326344911634
2.071	-0.23	2.81	9.15	9.574523486837348
2.081	-0.14	2.96	8.88	9.361388785858646
2.091	-0.04	3.12	8.71	9.25203220919599
2.102	0.02	3.2	8.61	9.185450451665394
2.113	0.07	3.21	8.6	9.179814812946937
2.121	0.08	3.14	8.76	9.306105522720017
2.135	0.06	3.06	8.92	9.430461282461213
2.141	0.04	2.99	9.08	9.559712338768358
2.152	0.04	2.91	9.21	9.658871569702127
2.162	0.03	2.86	9.35	9.777678661113791
2.171	0.03	2.84	9.46	9.877150398773932
2.181	0.03	2.86	9.51	9.930790502271206
2.191	0.0	2.96	9.45	9.902731946286337
2.201	-0.06	3.1	9.15	9.66106101833541
2.213	-0.14	3.31	8.74	9.346833688474403
2.221	-0.17	3.53	8.41	9.122384556682535
2.232	-0.15	3.7	8.35	9.134276107059607
2.241	-0.1	3.76	8.63	9.414058635891324
2.251	-0.1	3.62	9.12	9.81268566703326
2.262	-0.13	3.4	10.09	10.648239291075308
2.271	-0.21	3.12	10.09	10.563455873907932
2.282	-0.27	2.9	10.45	10.848290187859098
2.291	-0.34	2.69	10.7	11.038192786865066
2.302	-0.39	2.8	10.39	10.76773885270255
2.314	-0.39	2.8	10.39	10.76773885270255
2.321	-0.49	3.27	9.19	9.766734356989545
2.332	-0.47	3.5	8.69	9.38013859172667
2.343	-0.43	3.62	8.45	9.202814786792135
2.352	-0.4	3.67	8.49	9.25791553212709
2.365	-0.48	3.49	9.04	9.702169860397207
2.382	-0.54	3.31	9.24	9.829816885374823
2.392	-0.59	3.18	9.37	9.91248707439258
2.414	-0.55	3.31	9.02	9.623876557811826
2.421	-0.55	3.31	9.02	9.623876557811826
2.441	-0.55	3.46	8.78	9.453174070120575
2.453	-0.5	3.65	8.45	9.218188542224551
2.464	-0.49	3.66	8.5	9.267453803499643
2.471	-0.45	3.48	8.89	9.557457820989848
2.481	-0.4	3.37	9.15	9.759067578411372
2.491	-0.37	3.3	9.37	9.941016044650565
2.502	-0.34	3.24	9.59	10.128242690615188
2.513	-0.33	3.23	9.62	10.153137446129643
2.521	-0.33	3.23	9.62	10.153137446129643
2.531	-0.3	3.39	9.4	9.997104580827392
2.541	-0.3	3.39	9.4	9.997104580827392
2.552	-0.28	3.57	9.15	9.825772234282658
2.561	-0.27	3.93	8.81	9.650590655498762
2.571	-0.24	3.99	8.83	9.69260542888237
2.583	-0.23	3.99	8.93	9.783552524517871
2.591	-0.21	3.99	9.11	9.947678121049153
2.601	-0.24	3.98	9.33	10.146275178606187
2.611	-0.26	3.94	9.45	10.241762543624997
2.621	-0.3	3.91	9.49	10.268310474464629
2.631	-0.32	3.88	9.41	10.18356028115904
2.641	-0.33	3.94	9.08	9.903479186629314
2.652	-0.33	3.94	9.08	9.903479186629314
2.661	-0.36	4.03	8.94	9.812955721901531
2.671	-0.34	4.19	8.77	9.72546142864183
2.681	-0.3	4.2	8.8	9.75551126287085
2.691	-0.24	4.16	8.97	9.890606654801314
2.702	-0.25	4.05	9.31	10.155840684059593
2.712	-0.27	3.81	9.82	10.536669302962867
2.722	-0.27	3.81	9.82	10.536669302962867
2.731	-0.41	3.32	10.87	11.37309984129217
2.741	-0.5	3.12	11.09	11.53137025682551
2.752	-0.5	3.12	11.09	11.53137025682551
2.762	-0.66	3.07	10.82	11.266450195159077
2.771	-0.87	3.17	10.1	10.621478239868498
2.822	-0.87	3.17	10.1	10.621478239868498
2.834	-0.77	3.4	9.84	10.43927679487425
2.84	-0.82	3.53	9.66	10.317407620134043
2.843	-0.87	3.56	9.58	10.257041483780789
2.845	-0.84	3.34	9.78	10.368683619437908
2.862	-0.84	3.34	9.78	10.368683619437908
2.864	-0.84	3.34	9.78	10.368683619437908
2.865	-0.99	2.56	10.27	10.630456246088405
2.872	-1.02	2.42	10.23	10.56170914199023
2.881	-0.86	2.43	10.05	10.375307224366901
2.902	-0.7	2.54	9.98	10.321918426339165
2.911	-0.57	2.59	9.9	10.249048736346218
2.921	-0.62	2.49	10.0	10.32397694689406
2.931	-0.69	2.31	10.01	10.296227464464836
2.941	-0.74	2.12	10.0	10.248999951214753
2.961	-0.8	1.83	9.83	10.030842437203368
2.971	-0.85	1.72	9.7	9.887916868582582
2.981	-0.91	1.69	9.54	9.731176701714958
2.991	-0.97	1.73	9.34	9.548266858440854
3.001	-1.01	1.83	9.1	9.33696952977785
3.011	-1.01	1.99	8.85	9.127031280761559
3.021	-0.91	2.18	8.64	8.95712565503019
3.033	-0.86	2.41	8.46	8.838512318258092
3.041	-0.86	2.58	8.41	8.838783852996972
3.051	-0.87	2.67	8.5	8.951860141892299
3.061	-0.88	2.67	8.71	9.152453223043537
3.071	-0.93	2.6	8.95	9.36629062115841
3.081	-1.01	2.49	9.17	9.555579521933769
3.091	-1.05	2.34	9.28	9.627902159868471
3.107	-1.12	2.19	9.26	9.581132500910318
3.112	-1.12	2.19	9.26	9.581132500910318
3.121	-1.28	2.2	9.14	9.487781616373766
3.137	-1.14	2.27	9.13	9.47678215429689
3.141	-1.14	2.27	9.13	9.47678215429689
3.151	-1.02	2.24	9.28	9.600854128670012
3.161	-1.06	2.2	9.31	9.624951947932
3.171	-1.06	2.2	9.31	9.624951947932
3.181	-1.12	2.13	9.31	9.615997088185916
3.191	-1.16	2.08	9.32	9.61948023543892
3.203	-1.19	2.08	9.27	9.574727150159424
3.211	-1.29	2.18	9.05	9.397818895892813
3.221	-1.3	2.26	8.86	9.23564832591627
3.231	-1.26	2.34	8.64	9.039513261232598
3.241	-1.21	2.44	8.51	8.935200053720118
3.251	-1.18	2.55	8.39	8.84799412296369
3.261	-1.08	2.69	8.4	8.88608462710096
3.276	-0.92	2.88	8.72	9.229257824982461
3.282	-0.92	2.88	8.72	9.229257824982461
3.291	-0.88	2.95	8.94	9.455183763417821
3.302	-0.88	2.95	9.06	9.568725097942776
3.311	-0.91	2.91	9.15	9.644620262094305
3.321	-0.95	2.86	9.22	9.700025773161636
3.348	-1.01	2.74	9.44	9.881361242258071
3.361	-0.86	2.85	9.36	9.82200081449803
3.383	-0.79	3.15	9.18	9.737504813862738
3.391	-0.75	3.23	9.24	9.816975094192712
3.401	-0.73	3.19	9.41	9.962785754998448
3.411	-0.71	3.1	9.72	10.227047472266861
3.421	-0.75	2.96	9.98	10.436690088337395
3.431	-0.79	2.77	10.17	10.57004730358384
3.451	-0.86	2.59	10.14	10.500823777209101
3.462	-0.86	2.59	10.14	10.500823777209101
3.471	-0.83	2.8	9.52	9.957876279609021
3.481	-0.71	3.18	8.96	9.534049506898945
3.491	-0.71	3.18	8.96	9.534049506898945
3.501	-0.65	3.25	8.9	9.49710482199707
3.511	-0.65	3.28	8.99	9.5917151750873
3.521	-0.67	3.22	9.19	9.760809392668213
3.531	-0.81	2.87	9.55	10.004773860512792
3.541	-0.92	2.73	9.5	9.927200008058668
3.551	-1.04	2.67	9.35	9.779212647243131
3.561	-1.11	2.71	9.1	9.559612962876686
3.571	-1.17	2.81	8.93	9.43450581641667
3.581	-1.17	2.91	8.84	9.379904050681969
3.591	-1.15	3.0	8.88	9.443352159058774
3.604	-1.15	3.03	8.94	9.50931122637176
3.611	-1.15	3.03	8.94	9.50931122637176
3.621	-1.23	2.92	9.13	9.66417094219675
3.631	-1.26	2.82	9.21	9.714118590999393
3.641	-1.26	2.82	9.21	9.714118590999393
3.654	-1.2	2.71	9.48	9.932497168386206
3.662	-1.1	2.74	9.53	9.976898315608915
3.671	-1.1	2.74	9.53	9.976898315608915
3.681	-0.86	2.98	9.51	10.003004548634376
3.691	-0.73	3.12	9.45	9.978466816099555
3.701	-0.68	3.24	9.31	9.88109811711229
3.712	-0.66	3.3	9.2	9.796203346194892
3.721	-0.61	3.33	9.13	9.737448331056756
3.731	-0.54	3.34	9.21	9.81179392364108
3.741	-0.54	3.31	9.46	10.036896930824787
3.751	-0.61	3.24	9.5	10.055829155271086
3.761	-0.67	3.16	9.46	9.996304317096394
3.771	-0.71	3.09	9.4	9.920292334402248
3.782	-0.77	3.09	9.34	9.867958248796961
3.791	-0.77	3.09	9.34	9.867958248796961
3.802	-0.76	3.15	9.2	9.753978675391904
3.811	-0.76	3.15	9.2	9.753978675391904
3.821	-0.76	3.35	9.22	9.839131059194202
3.831	-0.74	3.44	9.31	9.952753387882169
3.841	-0.74	3.49	9.42	10.07293899514933
3.851	-0.74	3.49	9.42	10.07293899514933
3.862	-0.8	3.53	9.41	10.082112873797833
3.871	-0.86	3.56	9.28	9.976552510762422
3.881	-0.93	3.58	9.13	9.850796922076915
3.891	-0.98	3.57	9.03	9.7594159661324
3.901	-0.99	3.59	9.05	9.786250558819757
3.911	-1.05	3.67	9.25	10.006692760347946
3.921	-1.13	3.7	9.28	10.054118559078164
3.931	-1.24	3.69	9.25	10.035746110778211
3.941	-1.35	3.73	9.22	10.037121101192314
3.951	-1.42	3.89	9.2	10.089028694577094
3.961	-1.45	3.77	9.23	10.075132753467818
3.971	-1.45	3.77	9.23	10.075132753467818
3.982	-1.54	3.76	9.51	10.341629465417913
3.991	-1.56	3.74	9.65	10.466312626708605
4.001	-1.53	3.73	9.77	10.56913903778354
4.011	-1.47	3.77	9.97	10.75986524079182
4.021	-1.38	3.77	10.22	10.980241345252844
4.032	-1.23	3.67	10.56	11.247017382399656
4.041	-1.09	3.52	10.83	11.439729017769608
4.053	-1.04	3.43	10.93	11.502669255438061
4.061	-1.07	3.33	10.88	11.428394462915604
4.071	-1.05	3.17	10.88	11.380940207206082
4.082	-0.95	2.9	11.11	11.52148427937998
4.091	-0.8	2.51	11.61	11.905133346586252
4.101	-0.69	2.1	12.15	12.349437234141481
4.111	-0.62	1.71	12.5	12.631646765168824
4.121	-0.55	1.31	12.72	12.79910153096693
4.14	-0.55	1.0	12.63	12.6814589066085
4.144	-0.54	0.8	12.21	12.248089646961278
4.151	-0.59	0.78	11.51	11.551476096153253
4.161	-0.6	0.89	10.64	10.69400299233173
4.171	-0.53	1.03	9.82	9.888083737509508
4.181	-0.42	1.49	9.01	9.142023845954462
4.192	-0.36	1.57	8.84	8.985549510185784
4.201	-0.37	1.58	8.79	8.938534555507406
4.211	-0.41	1.56	8.78	8.926931163619443
4.221	-0.45	1.52	8.72	8.862917126996056
4.231	-0.47	1.52	8.62	8.765597526694913
4.241	-0.5	1.56	8.44	8.597511267803027
4.252	-0.53	1.64	8.32	8.496640512579075
4.261	-0.53	1.64	8.32	8.496640512579075
4.271	-0.65	1.77	8.34	8.550497061574841
4.282	-0.76	1.72	8.47	8.676226138131717
4.291	-0.88	1.63	8.69	8.88523494343284
4.305	-1.03	1.53	8.98	9.167453299581078
4.311	-1.17	1.44	9.21	9.395030601333879
4.321	-1.28	1.36	9.41	9.593544704643847
4.34	-1.32	1.32	9.48	9.662049472032319
4.352	-1.28	1.36	9.28	9.466065708624676
4.362	-1.18	1.48	9.14	9.333938075646314
4.392	-0.76	2.06	8.85	9.118316730625232
4.405	-0.72	2.2	8.8	9.099362615040683
4.412	-0.7	2.24	8.79	9.097895361016194
4.422	-0.72	2.11	9.21	9.476001266357029
4.432	-0.74	2.02	9.53	9.76979528956467
4.443	-0.72	1.91	9.79	10.000529985955744
4.453	-0.73	1.84	9.89	10.086158832776729
4.462	-0.66	1.86	9.8	9.99675947494987
4.473	-0.66	1.86	9.8	9.99675947494987
4.483	-0.6	1.96	9.61	9.826174230085684
4.492	-0.44	2.3	9.11	9.406152242016923
4.504	-0.44	2.3	9.11	9.406152242016923
4.512	-0.32	2.53	8.75	9.114044107859035
4.522	-0.31	2.54	8.85	9.212502374490875
4.534	-0.31	2.54	8.85	9.212502374490875
4.543	-0.31	2.33	9.92	10.194675080648722
4.553	-0.26	2.17	10.1	10.333755367725713
4.562	-0.26	2.17	10.1	10.333755367725713
4.586	-0.22	2.02	10.19	10.390615958642682
4.588	-0.21	2.08	10.11	10.323884927681052
4.592	-0.22	2.23	9.87	10.121175821020005
4.602	-0.26	2.4	9.55	9.85038577924743
4.612	-0.3	2.55	9.18	9.532308219943372
4.621	-0.37	2.8	8.82	9.261171632142448
4.633	-0.38	2.85	8.89	9.343393387843626
4.641	-0.38	2.84	9.15	9.588143720241161
4.651	-0.38	2.84	9.15	9.588143720241161
4.667	-0.4	2.78	9.44	9.84895933588925
4.671	-0.39	2.69	9.65	10.025502481172701
4.681	-0.41	2.62	9.77	10.123507297374758
4.691	-0.45	2.61	9.83	10.180545172042606
4.704	-0.51	2.57	9.82	10.163532850342936
4.722	-0.54	2.64	9.5	9.874775946825325
4.733	-0.5	2.79	9.33	9.75105122538078
4.742	-0.44	2.95	9.22	9.690433426839071
4.751	-0.35	3.1	9.11	9.62936134953923
4.761	-0.29	3.19	9.06	9.609568148465362
4.771	-0.28	3.19	9.18	9.722494535868867
4.781	-0.28	3.05	9.18	9.67746351065195
4.791	-0.33	2.89	9.38	9.820661892153705
4.802	-0.33	2.89	9.38	9.820661892153705
4.811	-0.49	2.66	9.62	9.993002551785924
4.821	-0.47	2.77	9.47	9.877990686369369
4.831	-0.45	2.94	9.25	9.71640880160978
4.841	-0.43	3.12	8.99	9.52572306966773
4.851	-0.43	3.12	8.99	9.52572306966773
4.861	-0.41	3.33	8.65	9.277903858092087
4.872	-0.42	3.34	8.58	9.216745629559275
4.881	-0.42	3.34	8.58	9.216745629559275
4.891	-0.58	3.3	8.63	9.257607682333488
4.901	-0.66	3.2	8.75	9.340133832017612
4.911	-0.71	3.06	8.92	9.456960399621012
4.921	-0.77	2.96	9.11	9.609713835489588
4.931	-0.84	2.89	9.3	9.774850382486681
4.941	-0.86	2.87	9.39	9.856398936731408
4.951	-0.82	2.87	9.37	9.833931055279978
4.961	-0.79	2.93	9.28	9.763575164866607
4.971	-0.79	2.93	9.28	9.763575164866607
4.981	-0.84	3.16	9.03	9.603754474162695
4.991	-0.84	3.24	9.03	9.630373824520001
5.001	-0.84	3.24	9.03	9.630373824520001
5.011	-0.8	3.39	9.01	9.659824014960106
5.021	-0.76	3.5	9.06	9.742237935915957
5.031	-0.75	3.53	9.17	9.854557321361522
5.041	-0.7	3.56	9.32	10.001299915510984
5.056	-0.67	3.55	9.43	10.098331545359361
5.061	-0.62	3.52	9.47	10.122040308159221
5.071	-0.65	3.48	9.51	10.147561283382329
5.081	-0.67	3.5	9.49	10.137011393897119
5.091	-0.65	3.5	9.45	10.098267178085553
5.101	-0.62	3.51	9.36	10.015692686978769
5.112	-0.59	3.52	9.25	9.91468607672477
5.121	-0.59	3.52	9.25	9.91468607672477
5.131	-0.58	3.51	9.13	9.798642763158579
5.142	-0.6	3.49	9.28	9.932698525577024
5.151	-0.6	3.49	9.28	9.932698525577024
5.161	-0.61	3.37	9.48	10.079652771797251
5.171	-0.63	3.25	9.76	10.306163204607232
5.182	-0.7	3.06	10.04	10.519277541732606
5.191	-0.94	2.7	10.3	10.689415325451623
5.202	-1.09	2.66	10.21	10.606969406951263
5.211	-1.09	2.66	10.21	10.606969406951263
5.221	-1.27	2.86	9.98	10.459106080349315
5.231	-1.28	2.97	9.92	10.433872723011337
5.241	-1.28	2.97	9.92	10.433872723011337
5.251	-1.19	3.08	9.92	10.455089669629812
5.262	-1.16	2.99	10.03	10.530270651792383
5.271	-1.16	2.99	10.03	10.530270651792383
5.281	-1.09	2.39	10.62	10.940045703743653
5.291	-0.99	2.0	11.34	11.557495403416779
5.305	-0.91	1.72	12.23	12.383836239227326
5.311	-0.87	1.5	12.96	13.0754923425468
5.341	-0.83	1.36	12.4	12.50193984947936
5.354	-0.79	1.47	11.26	11.382996090660841
5.361	-0.45	1.94	9.39	9.598864516181068
5.372	-0.3	2.17	9.21	9.466942484244848
5.381	-0.3	2.17	9.21	9.466942484244848
5.391	-0.21	2.05	9.94	10.151364440310473
5.401	-0.32	1.79	10.29	10.44943060649718
5.411	-0.48	1.51	10.35	10.470577825507052
5.421	-0.65	1.25	10.19	10.28693832002506
5.434	-0.78	1.08	9.94	10.02887830218315
5.441	-0.84	1.13	9.58	9.682917948635112
5.479	-0.84	1.55	8.73	8.90623377191504
5.498	-0.82	1.86	8.44	8.681336302666773
5.507	-0.69	2.18	8.17	8.483949551948077
5.51	-0.64	2.23	8.31	8.62778071116785
5.514	-0.66	2.17	8.58	8.874733798824616
5.522	-0.74	2.05	8.83	9.094998625618368
5.542	-0.93	1.63	9.15	9.340465727146587
5.562	-1.04	1.47	9.21	9.384380640191447
5.571	-1.02	1.5	9.12	9.29864506258842
5.581	-1.02	1.5	9.12	9.29864506258842
5.601	-0.87	1.79	9.12	9.33463443312056
5.611	-0.85	1.86	9.24	9.463598681262853
5.631	-0.92	1.82	9.56	9.775090792417224
5.641	-0.97	1.75	9.71	9.914005245106543
5.651	-1.03	1.75	9.88	10.086515751239375
5.661	-1.08	1.73	9.95	10.156859750926955
5.671	-1.05	1.76	9.94	10.149073849371675
5.681	-0.96	1.89	9.8	10.026649490233515
5.691	-0.86	2.03	9.65	9.898636269709076
5.702	-0.77	2.21	9.44	9.725769892404406
5.711	-0.76	2.38	9.25	9.581466484834145
5.721	-0.84	2.53	8.91	9.300247308539705
5.731	-0.83	2.47	8.88	9.254415162504868
5.741	-0.83	2.47	8.88	9.254415162504868
5.751	-0.83	2.4	9.0	9.351411658140176
5.761	-0.84	2.38	9.23	9.568850505677263
5.771	-0.89	2.3	9.63	9.9407746177046
5.781	-0.91	2.25	9.69	9.989329306815348
5.791	-0.93	2.23	9.63	9.92847923903757
5.801	-0.93	2.23	9.63	9.92847923903757
5.811	-0.92	2.26	9.51	9.818049704498343
5.821	-0.9	2.42	9.29	9.642121135932694
5.831	-0.91	2.5	9.1	9.480933498342871
5.841	-0.91	2.57	8.93	9.336910623969793
5.855	-0.88	2.6	8.88	9.29455754729616
5.862	-0.88	2.6	8.88	9.29455754729616
5.871	-0.8	2.58	9.15	9.540382591908985
5.881	-0.7	2.54	9.47	9.829674460530217
5.891	-0.71	2.54	9.53	9.888205094960359
5.901	-0.69	2.56	9.56	9.920851777947295
